artist;song;duration_ms;explicit;year;popularity;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;genre
Puddle Of Mudd;She Hates Me;216760;VERDADERO;2001;70;0.58;748;4;-5.433;1;323;935;0.0;753;584;109.781;rock, metal
Puddle Of Mudd;Blurry;303920;FALSO;2001;64;432;936;3;-4.537;0;562;691;0.0;0.14;499;157.469;rock, metal
Robbie Williams;Somethin' Stupid;170493;FALSO;2001;64;654;515;0;-12.185;1;261;429;5.62e-06;174;677;106.191;pop, rock
Robbie Williams;Eternity;302760;FALSO;2001;48;469;316;10;-8.106;1;265;504;6.04e-06;919;199;77.967;pop, rock
Rui Da Silva;Touch Me (Radio Edit) [feat. Cassandra];213133;FALSO;2001;54;464;922;0;-8.399;1;638;124;227;546;695;129.078;Dance/Electronic
S Club 7;Don't Stop Movin';233626;FALSO;2001;63;822;672;7;-6.133;1;329;285;0.0;213;0.91;117.033;pop
S Club 7;Have You Ever;201533;FALSO;2001;60;585;702;0;-5.734;1;325;538;0.0;216;0.51;139.909;pop
Shakira;Whenever, Wherever;196160;FALSO;2001;74;794;832;1;-4.862;0;407;237;1.14e-05;203;871;107.657;pop, latin
Shakira;Underneath Your Clothes;224066;FALSO;2001;64;616;597;8;-5.328;1;415;691;0.0;104;362;165.508;pop, latin
So Solid Crew;21 Seconds;302826;VERDADERO;2001;51;607;637;1;-11.072;1;241;191;0.0;124;818;137.03;Dance/Electronic
Staind;It's Been Awhile;264706;VERDADERO;2001;64;509;774;6;-4.054;1;338;189;549;143;824;116.529;rock, metal
Sunshine Anderson;Heard It All Before;295826;FALSO;2001;56;697;925;3;-4.209;0;216;614;0.0;95;678;96.951;pop, R&B
The Calling;Wherever You Will Go;208600;FALSO;2001;72;558;719;2;-5.113;1;267;367;0.0;115;371;112.027;pop
The Supermen Lovers;Starlight - Radio Edit;234400;FALSO;2001;61;739;679;0;-5.079;1;373;424;187;389;786;127.487;Dance/Electronic
Train;Drops of Jupiter (Tell Me);259933;FALSO;2001;77;481;638;0;-5.862;1;276;153;0.0;154;497;79.064;pop
Travis;Sing;228800;FALSO;2001;68;330;905;4;-5.047;1;497;233;8.14e-06;712;259;163.142;rock, pop
Trick Daddy;I'm a Thug;254400;VERDADERO;2001;59;933;561;11;-5.961;1;122;275;0.0;102;586;139.976;hip hop, pop
Usher;U Don't Have to Call;269400;VERDADERO;2001;59;793;568;1;-4.958;1;459;478;3.57e-05;304;806;100.005;hip hop, pop, R&B
3 Doors Down;Here Without You;238733;FALSO;2002;74;557;533;10;-6.817;0;252;492;0.0;205;233;143.994;pop, rock, metal
3 Doors Down;When I'm Gone;260333;FALSO;2002;67;530;768;7;-5.611;1;284;385;0.0;103;374;148.095;pop, rock, metal
Aaliyah;Try Again;284000;FALSO;2002;53;797;622;6;-5.642;0;0.29;807;0.0;841;731;93.02;hip hop, pop, R&B
Aaliyah;More Than A Woman;230346;FALSO;2002;42;646;638;11;-5.803;1;787;556;14;182;0.74;86.994;hip hop, pop, R&B
Aaliyah;Miss You - Main;245240;FALSO;2002;36;602;340;10;-9.867;1;375;618;0.0;234;511;109.598;hip hop, pop, R&B
Alanis Morissette;Hands Clean;269400;FALSO;2002;57;513;820;7;-5.428;1;299;192;2.83e-06;504;0.52;99.952;pop, Folk/Acoustic
Ashanti;Foolish;227386;VERDADERO;2002;70;665;695;0;-5.763;1;532;347;0.0;106;707;90.119;hip hop, pop, R&B
Ashanti;Happy;262226;VERDADERO;2002;61;727;515;2;-6.553;0;289;241;3.74e-06;124;695;89.488;hip hop, pop, R&B
Ashanti;Baby;265706;VERDADERO;2002;55;567;580;4;-5.757;0;223;84;5.37e-06;342;0.46;157.596;hip hop, pop, R&B
Atomic Kitten;The Tide Is High - Radio Mix;206093;FALSO;2002;65;783;649;7;-4.127;1;322;209;482;67;665;103.997;pop
Audioslave;Like a Stone;293960;FALSO;2002;75;614;568;7;-5.477;0;276;797;0.0;997;516;107.849;rock, metal
Avril Lavigne;Complicated;244506;FALSO;2002;78;585;776;5;-5.898;1;459;572;7.74e-06;0.3;427;77.987;pop
Avril Lavigne;Sk8er Boi;204000;FALSO;2002;75;487;900;0;-4.417;1;482;6.79e-05;0.0;358;484;149.937;pop
Avril Lavigne;I'm with You;223066;FALSO;2002;70;457;406;9;-7.462;1;291;0.08;0.0;117;208;151.95;pop
B2K;Uh Huh;223293;FALSO;2002;49;855;681;2;-4.955;1;688;881;3.7e-06;592;908;99.699;hip hop, pop, R&B
Big Tymers;Still Fly;335613;VERDADERO;2002;64;675;607;11;-3.538;1;162;302;8.97e-06;339;0.56;177.928;hip hop, pop
Blue;One Love;207186;FALSO;2002;60;683;722;8;-4.039;0;358;243;4.2e-05;0.35;854;95.012;pop
Brandy;Full Moon;248933;FALSO;2002;52;611;654;10;-4.823;0;139;372;432;926;609;105.922;hip hop, pop, R&B
Brandy;Another Day in Paradise - R&B-Version;271626;FALSO;2002;50;700;787;6;-5.176;0;327;666;3.68e-05;724;556;102.043;hip hop, pop, R&B
Brandy;What About Us?;253200;FALSO;2002;43;686;698;5;-2.942;0;223;263;0.0;0.39;748;93.118;hip hop, pop, R&B
Busta Rhymes;I Know What You Want (feat. Flipmode Squad);324306;VERDADERO;2002;68;648;759;6;-4.315;1;306;142;0.0;648;518;85.996;hip hop, pop
Busta Rhymes;I Know What You Want (feat. Flipmode Squad);324306;VERDADERO;2002;68;648;759;6;-4.315;1;306;142;0.0;648;518;85.996;hip hop, pop
Camâ€™ron;Oh Boy;204706;VERDADERO;2002;67;754;767;6;-5.586;1;145;216;0.0;172;828;83.014;hip hop, pop
Charli Baltimore;Down 4 U;318213;VERDADERO;2002;47;640;590;7;-7.442;1;320;252;0.0;665;519;83.133;pop
Christina Aguilera;Dirrty (feat. Redman);298853;FALSO;2002;68;640;889;2;-3.073;1;322;107;0.0;339;436;99.931;pop
Christina Aguilera;Fighter;245960;FALSO;2002;67;435;920;4;-1.357;0;201;235;353;552;0.45;188.899;pop
Christina Aguilera;Can't Hold Us Down (feat. Lil' Kim);255266;FALSO;2002;61;859;658;8;-4.481;1;192;326;181;651;538;98.989;pop
Coldplay;Clocks;307879;FALSO;2002;79;577;749;5;-7.215;0;279;599;115;183;255;130.97;rock, pop
Coldplay;Clocks;307879;FALSO;2002;79;577;749;5;-7.215;0;279;599;115;183;255;130.97;rock, pop
Coldplay;In My Place;226680;FALSO;2002;72;424;588;9;-5.455;1;278;553;4.95e-06;298;193;144.636;rock, pop
Craig David;Rise & Fall (feat. Sting);287226;FALSO;2002;59;405;589;6;-7.51;0;586;252;0.0;661;808;83.373;hip hop, pop, R&B
Daniel Bedingfield;If You're Not The One;257026;FALSO;2002;58;688;538;10;-7.608;1;292;504;0.0;111;0.27;119.998;pop
Daniel Bedingfield;If You're Not The One;257026;FALSO;2002;58;688;538;10;-7.608;1;292;504;0.0;111;0.27;119.998;pop
Daniel Bedingfield;Gotta Get Thru This - D'N'D Radio Edit;161240;FALSO;2002;56;838;764;7;-5.076;0;586;862;122;906;924;133.592;pop
Daniel Bedingfield;Gotta Get Thru This - D'N'D Radio Edit;162333;FALSO;2002;46;836;762;7;-5.044;0;598;826;5.48e-05;102;941;133.592;pop
Dirty Vegas;Days Go By;432146;FALSO;2002;48;786;853;9;-8.274;0;688;499;872;0.35;309;126.99;Dance/Electronic
Disturbing Tha Peace;Move Bitch;272293;VERDADERO;2002;59;777;751;1;-5.692;1;133;245;0.0;0.1;191;177.894;hip hop, pop
DJ Sammy;Heaven;233600;FALSO;2002;63;571;953;8;-5.601;1;548;11;606;226;601;137.965;pop
Elvis Presley;A Little Less Conversation - JXL Radio Edit Remix;211506;FALSO;2002;60;597;970;4;-5.972;0;502;385;205;133;717;114.999;rock, easy listening
Eminem;Without Me;290320;VERDADERO;2002;87;908;669;7;-2.827;1;738;286;0.0;237;662;112.238;hip hop
Eminem;Till I Collapse;297786;VERDADERO;2002;85;548;847;1;-3.237;1;186;622;0.0;816;0.1;171.447;hip hop
Eminem;Cleanin' Out My Closet;297840;VERDADERO;2002;71;908;758;9;-4.753;0;174;687;0.0;783;0.87;148.015;hip hop
Eminem;Sing For The Moment;339546;VERDADERO;2002;71;668;824;5;-4.164;0;137;17;3.05e-06;426;185;163.961;hip hop
Eve;Gangsta Lovin';239266;VERDADERO;2002;58;723;0.84;1;-3.523;0;608;619;0.0;945;827;94.332;hip hop, pop, R&B
Floetry;Say Yes;268373;FALSO;2002;57;747;398;5;-12.932;0;743;211;1.42e-06;113;428;117.901;hip hop, pop, R&B
Good Charlotte;Lifestyles of the Rich & Famous;190173;FALSO;2002;68;0.62;0.93;1;-3.685;1;374;43;0.0;686;609;106.22;rock, metal
Holly Valance;Kiss Kiss;204400;FALSO;2002;54;705;717;4;-4.944;0;125;369;461;701;554;97.036;pop, Dance/Electronic
Ja Rule;Mesmerize;278693;VERDADERO;2002;61;769;646;1;-6.653;1;199;566;0.0;406;433;90.079;hip hop, pop, R&B
Jaheim;Put That Woman First;245773;VERDADERO;2002;55;649;536;5;-8.804;0;132;492;0.0;184;513;78.935;pop, R&B
JAY-Z;03' Bonnie & Clyde;205560;VERDADERO;2002;71;759;678;9;-5.148;0;314;0.23;0.0;0.15;327;89.64;hip hop
JAY-Z;Excuse Me Miss;281240;VERDADERO;2002;56;714;862;6;-5.531;1;286;305;0.0;884;887;92.849;hip hop
Jennifer Lopez;Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix;187840;FALSO;2002;70;845;768;6;-5.448;1;188;733;5.04e-06;575;0.96;100.0;hip hop, pop, R&B
Jennifer Lopez;All I Have (feat. LL Cool J);254466;FALSO;2002;60;701;669;1;-5.265;1;107;271;0.0;158;446;83.066;hip hop, pop, R&B
Jennifer Lopez;I'm Gonna Be Alright (feat. Nas);172240;FALSO;2002;53;718;0.69;10;-4.382;0;265;106;0.0;271;774;93.401;hip hop, pop, R&B
Junior Senior;Move Your Feet;181826;FALSO;2002;67;747;904;9;-2.623;1;803;46;106;203;846;118.877;pop
Justin Timberlake;Rock Your Body;267266;FALSO;2002;76;892;714;4;-6.055;0;141;201;234;521;817;100.972;pop
Justin Timberlake;Cry Me a River;288333;FALSO;2002;73;624;654;8;-6.582;0;183;577;0.0;104;564;73.898;pop
Justin Timberlake;Like I Love You;283626;FALSO;2002;62;853;811;6;-4.927;0;646;439;307;703;0.9;114.964;pop
Kelly Rowland;Stole;249293;FALSO;2002;54;649;718;7;-4.984;0;594;676;4.26e-06;174;477;79.993;hip hop, pop, R&B
Las Ketchup;The Ketchup Song (AserejÃ©) - Spanglish Version;213973;FALSO;2002;66;607;923;1;-6.777;1;948;193;1.1e-06;924;868;184.819;set()
Lil Jon & The East Side Boyz;Get Low;324600;FALSO;2002;47;0.78;604;1;-8.019;1;396;22;0.0;194;0.12;101.043;hip hop, pop
LL Cool J;Luv U Better;287000;FALSO;2002;2;668;806;6;-3.9;1;239;232;0.0;0.18;721;95.022;hip hop, pop, R&B
Maroon 5;This Love;206200;FALSO;2002;77;712;862;5;-4.612;0;378;525;0.0;93;809;95.051;pop
Matchbox Twenty;Unwell;228706;FALSO;2002;63;256;788;6;-5.263;0;403;298;0.0;707;429;80.718;pop, rock
Missy Elliott;Work It;263226;VERDADERO;2002;70;884;677;1;-5.603;1;283;778;0.0;732;584;101.868;hip hop, pop, R&B
Missy Elliott;Work It;263226;VERDADERO;2002;70;884;677;1;-5.603;1;283;778;0.0;732;584;101.868;hip hop, pop, R&B
Missy Elliott;Gossip Folks (feat. Ludacris);234893;VERDADERO;2002;57;707;538;0;-5.264;1;505;362;0.0;317;439;121.732;hip hop, pop, R&B
Musiq Soulchild;Halfcrazy;254493;FALSO;2002;58;412;0.77;11;-6.057;0;0.18;462;1.5e-06;485;418;101.955;pop, R&B
N.O.R.E.;Nothin';264653;VERDADERO;2002;58;791;863;3;-6.118;0;151;317;1.13e-06;0.27;742;97.035;hip hop, pop
Nas;I Can;253720;FALSO;2002;58;837;885;6;-3.914;0;182;103;0.0;666;694;95.313;hip hop
Nelly;Dilemma;289160;VERDADERO;2002;77;727;552;2;-8.074;0;0.14;227;164;198;607;168.189;hip hop, pop, R&B
Nelly;Hot In Herre;228240;VERDADERO;2002;75;956;745;11;-4.753;0;0.12;206;0.0;615;912;107.075;hip hop, pop, R&B
Nelly;Air Force Ones;304000;VERDADERO;2002;61;784;459;4;-9.74;0;317;847;0.0;79;618;164.062;hip hop, pop, R&B
Red Hot Chili Peppers;Can't Stop;269000;FALSO;2002;80;618;938;9;-3.442;1;456;179;0.0;167;875;91.455;rock
Red Hot Chili Peppers;By the Way;216933;FALSO;2002;73;451;0.97;0;-4.938;1;107;264;355;102;198;122.444;rock
Ronan Keating;If Tomorrow Never Comes;214306;FALSO;2002;60;555;496;10;-6.136;1;28;333;0.0;956;0.27;79.01;pop, rock
Sean Paul;Get Busy;211666;FALSO;2002;74;735;824;10;-4.143;0;36;615;0.0;158;726;100.202;hip hop, pop
Sean Paul;I'm Still in Love with You (feat. Sasha);273360;FALSO;2002;68;765;666;7;-5.384;1;172;102;0.0;116;756;87.002;hip hop, pop
Sean Paul;Like Glue;232506;FALSO;2002;61;757;0.78;1;-5.038;1;319;811;0.0;113;0.59;97.917;hip hop, pop
Sean Paul;Gimme the Light;228000;VERDADERO;2002;59;778;761;2;-5.529;1;525;141;4.61e-05;441;923;107.288;hip hop, pop
Sophie Ellis-Bextor;Murder On The Dancefloor;230013;FALSO;2002;62;734;848;1;-5.285;0;309;312;1.16e-05;313;863;117.31;pop, Dance/Electronic
Sugababes;Round Round;236426;FALSO;2002;59;740;845;6;-3.802;0;338;287;6.23e-06;115;749;126.607;pop, R&B
Sugababes;Freak Like Me;195866;FALSO;2002;45;517;919;5;-3.451;1;925;996;1.81e-06;557;387;91.868;pop, R&B
The Goo Goo Dolls;Here Is Gone;238173;FALSO;2002;56;338;685;1;-5.178;1;322;52;512;109;221;102.192;pop, rock
The Roots;The Seed (2.0);267933;VERDADERO;2002;63;758;957;7;-2.281;1;357;39;0.0;133;966;111.121;hip hop
Trapt;Headstrong;285569;VERDADERO;2002;72;492;896;4;-5.819;0;117;172;2.78e-06;189;534;184.981;rock, metal
Truth Hurts;Addictive;226440;VERDADERO;2002;58;701;677;11;-6.591;0;147;737;162;187;367;99.271;pop, R&B
Tweet;Oops (Oh My) [feat. Missy Elliott];237800;VERDADERO;2002;64;660;536;10;-8.786;0;0.29;233;669;111;775;159.963;hip hop, pop, R&B
Tyrese;How You Gonna Act Like That;294693;FALSO;2002;60;733;521;3;-3.657;0;457;107;0.0;692;525;112.913;hip hop, pop, R&B
Vanessa Carlton;A Thousand Miles;237493;FALSO;2002;75;560;825;11;-3.862;1;379;323;0.0;161;268;94.931;Folk/Acoustic, pop
50 Cent;In Da Club;193466;VERDADERO;2003;81;899;713;6;-2.752;0;366;255;0.0;708;777;90.051;hip hop, pop
50 Cent;P.I.M.P.;249480;VERDADERO;2003;76;712;772;10;-3.024;0;346;521;4.35e-06;368;848;84.722;hip hop, pop
50 Cent;21 Questions;224440;VERDADERO;2003;72;646;813;6;-3.846;0;299;349;9.37e-05;427;895;92.729;hip hop, pop
50 Cent;"Wanksta - From ""8 Mile"" Soundtrack";219400;VERDADERO;2003;57;802;863;1;-3.552;1;0.2;199;0.0;141;873;81.008;hip hop, pop
Alicia Keys;You Don't Know My Name;366733;FALSO;2003;61;264;663;9;-8.264;1;187;0.59;443;342;249;167.078;pop, R&B
Alicia Keys;Diary (feat. Tony! Toni! Tone! & Jermaine Paul);284160;FALSO;2003;55;663;465;8;-9.711;0;317;555;183;125;279;127.932;pop, R&B
Alicia Keys;Karma;256000;FALSO;2003;50;727;736;10;-6.203;1;615;743;311;348;687;85.098;pop, R&B
Amanda Perez;Angel;218760;FALSO;2003;48;638;0.54;0;-6.849;1;473;506;0.0;157;352;143.772;pop, R&B
Ashanti;Rock Wit U (Awww Baby);209120;FALSO;2003;65;0.71;797;4;-3.006;0;582;408;0.0;0.16;849;94.998;hip hop, pop, R&B
Ashanti;Rain On Me;297960;FALSO;2003;50;606;699;8;-3.103;0;337;343;1.89e-06;757;509;83.701;hip hop, pop, R&B
Avant;Read Your Mind;263506;FALSO;2003;56;755;381;8;-6.696;0;711;291;5.13e-06;974;695;73.108;pop, R&B
B2K;Bump, Bump, Bump (feat. P. Diddy);282773;FALSO;2003;62;835;0.68;1;-6.02;0;0.21;0.1;0.0;49;889;95.508;hip hop, pop, R&B
Baby Bash;Suga Suga;239026;FALSO;2003;73;662;748;5;-3.041;0;268;688;8.43e-06;841;535;82.331;hip hop, pop, R&B, latin
Baby Bash;Suga Suga;239026;FALSO;2003;73;662;748;5;-3.041;0;268;688;8.43e-06;841;535;82.331;hip hop, pop, R&B, latin
Basement Jaxx;Good Luck;282306;FALSO;2003;0;571;968;5;-3.092;1;162;649;3.07e-06;592;313;154.07;pop, Dance/Electronic
Benny Benassi;Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz;285570;FALSO;2003;66;793;698;11;-3.626;1;104;163;145;745;339;130.017;pop, Dance/Electronic
BeyoncÃ©;Crazy In Love (feat. Jay-Z);236133;FALSO;2003;76;646;0.77;2;-6.596;0;226;249;0.0;715;681;99.165;pop, R&B
BeyoncÃ©;Baby Boy (feat. Sean Paul);244826;FALSO;2003;63;655;488;1;-9.17;1;0.22;825;1.16e-06;221;791;91.025;pop, R&B
BeyoncÃ©;Naughty Girl;208600;FALSO;2003;63;735;466;6;-8.65;0;857;239;6.24e-06;102;643;99.973;pop, R&B
BeyoncÃ©;Me, Myself and I;301133;FALSO;2003;62;0.75;458;1;-9.092;1;803;226;3.25e-05;137;536;83.61;pop, R&B
Black Eyed Peas;Where Is The Love?;272533;FALSO;2003;68;835;687;5;-3.18;1;184;101;0.0;132;828;94.059;hip hop, pop
Black Eyed Peas;Shut Up;296186;FALSO;2003;56;0.81;714;2;-3.966;1;243;637;0.0;237;561;112.968;hip hop, pop
Black Eyed Peas;Hey Mama;214893;VERDADERO;2003;49;0.86;866;4;-6.345;0;232;104;1.42e-06;584;933;100.15;hip hop, pop
Blue;U Make Me Wanna - Radio Edit;222400;FALSO;2003;48;0.6;736;7;-6.228;1;329;325;0.0;137;848;158.108;pop
Britney Spears;Toxic;198800;FALSO;2003;81;774;838;5;-3.914;0;114;249;25;242;924;143.04;pop
Britney Spears;Everytime;230306;FALSO;2003;63;398;284;3;-12.852;1;337;966;8.57e-05;116;114;109.599;pop
Britney Spears;Me Against the Music (feat. Madonna) - LP Version / Video Mix;223773;FALSO;2003;59;804;836;6;-6.635;0;89;0.32;0.0;213;0.85;120.046;pop
Chad Kroeger;Hero (feat. Josey Scott);200480;FALSO;2003;66;427;843;4;-4.54;1;364;216;0.0;179;304;147.387;metal
Chingy;Right Thurr;250746;VERDADERO;2003;69;866;749;2;-3.977;1;253;0.15;0.0;614;891;92.074;hip hop, pop, R&B
Chingy;Holidae In;314400;VERDADERO;2003;61;0.81;791;7;-5.909;1;181;893;0.0;838;948;153.067;hip hop, pop, R&B
Chingy;One Call Away;276800;FALSO;2003;61;765;821;4;-5.926;0;183;918;0.0;217;962;162.519;hip hop, pop, R&B
Counting Crows;Big Yellow Taxi;225426;FALSO;2003;50;669;873;8;-4.315;1;494;204;0.0;137;827;88.029;rock, pop
Delta Goodrem;Born to Try;251280;FALSO;2003;54;542;589;8;-6.813;1;284;246;0.0;188;336;133.838;pop
Delta Goodrem;Lost Without You;248546;FALSO;2003;54;581;747;7;-6.682;1;283;365;1.69e-06;193;514;146.301;pop
Dido;White Flag;240040;FALSO;2003;44;512;525;5;-6.823;1;401;327;3.3e-06;81;294;169.951;pop
Dido;White Flag;240040;FALSO;2003;44;512;525;5;-6.823;1;401;327;3.3e-06;81;294;169.951;pop
Electric Six;Danger! High Voltage - Soulchild Radio Mix;214600;FALSO;2003;0;0.66;698;11;-4.722;0;302;1.92e-05;166;517;511;123.005;rock
Enrique Iglesias;Not In Love - Radio Mix;223133;FALSO;2003;37;762;885;0;-5.096;0;395;371;0.0;519;886;117.021;pop, latin
Evanescence;Bring Me To Life;235893;FALSO;2003;79;331;943;4;-3.188;0;698;721;2.06e-06;242;296;94.612;metal
Evanescence;My Immortal;262533;FALSO;2003;72;0.19;265;9;-9.206;1;356;863;0.0;134;101;79.012;metal
Fabolous;Into You (feat. Tamia);295773;VERDADERO;2003;67;546;538;7;-7.886;0;523;233;0.0;118;0.58;182.12;hip hop, pop, R&B
Fabolous;Can't Let You Go (feat. Mike Shorey & Lil' Mo);223973;VERDADERO;2003;61;646;0.6;9;-6.569;1;458;231;0.0;794;811;192.082;hip hop, pop, R&B
Frankie J;Don't Wanna Try;245293;FALSO;2003;49;655;433;5;-7.577;0;348;444;0.0;221;199;130.127;hip hop, pop, R&B
G-Unit;Wanna Get To Know You;265026;VERDADERO;2003;61;513;826;10;-3.651;0;132;106;0.0;675;889;76.91;hip hop, pop
Gareth Gates;Anyone of Us (Stupid Mistake);227866;FALSO;2003;53;0.7;0.72;1;-6.061;1;261;285;0.0;845;654;106.986;pop
Gareth Gates;Unchained Melody;233666;FALSO;2003;35;368;426;10;-8.049;1;277;255;5.39e-06;108;208;106.52;pop
Ginuwine;In Those Jeans;243306;VERDADERO;2003;59;691;541;1;-5.873;1;776;508;0.0;753;319;127.683;hip hop, pop, R&B
Girls Aloud;Jump;220360;FALSO;2003;60;658;826;8;-6.031;1;346;189;275;492;795;134.465;pop, Dance/Electronic
Girls Aloud;Sound Of The Underground;221426;FALSO;2003;58;568;867;11;-5.861;1;365;344;4.67e-05;328;0.88;163.944;pop, Dance/Electronic
Hoobastank;The Reason;232800;FALSO;2003;79;472;671;4;-4.649;1;29;129;0.0;159;681;82.952;pop, rock, metal
Jamelia;Superstar;215480;FALSO;2003;69;801;645;1;-6.93;1;356;457;0.0;357;824;110.01;pop
JAY-Z;Dirt Off Your Shoulder;245173;VERDADERO;2003;53;779;655;1;-7.147;1;318;319;2.63e-06;339;645;163.971;hip hop
Jessica Simpson;With You;191826;FALSO;2003;57;553;756;0;-4.583;1;108;923;0.0;215;605;94.487;pop, R&B
JUVENILE;Slow Motion;248200;VERDADERO;2003;64;713;734;0;-4.894;0;325;548;0.0;687;0.89;172.872;hip hop, pop
Katie Melua;The Closest Thing to Crazy;252466;FALSO;2003;55;562;219;4;-13.2;1;312;856;296;979;106;127.831;pop, easy listening, jazz
Kelis;Milkshake;182626;FALSO;2003;68;881;774;1;-6.068;1;439;986;346;206;759;112.968;pop, R&B, Dance/Electronic
Kelis;Trick Me;206106;VERDADERO;2003;63;0.97;0.72;1;-3.347;0;149;369;389;326;962;107.17;pop, R&B, Dance/Electronic
Kelis;Millionaire;224933;FALSO;2003;57;0.68;847;11;-6.636;1;108;217;0.0;374;0.75;176.051;pop, R&B, Dance/Electronic
Kelly Clarkson;Miss Independent;214773;FALSO;2003;47;656;615;11;-6.359;0;137;769;415;706;592;175.943;pop, R&B
Lil' Kim;The Jump Off (feat. Mr. Cheeks) - Remix;234800;VERDADERO;2003;48;853;752;1;-8.831;1;339;178;4.65e-06;553;935;104.946;hip hop, pop, R&B
Limp Bizkit;Behind Blue Eyes;269973;FALSO;2003;70;595;489;7;-6.66;1;271;497;0.0;119;902;120.315;metal
Linkin Park;Numb;185586;FALSO;2003;81;496;863;9;-4.153;1;381;46;0.0;639;243;110.018;rock, metal
Linkin Park;Faint;162600;FALSO;2003;72;554;978;4;-3.554;1;131;111;0.0;731;594;135.095;rock, metal
Linkin Park;Breaking the Habit;196906;FALSO;2003;68;579;849;4;-5.218;0;303;108;0.0;909;581;100.021;rock, metal
Ludacris;Stand Up;213760;VERDADERO;2003;57;751;0.84;6;-4.855;1;349;367;0.0;916;801;99.057;hip hop, pop
Ludacris;Splash Waterfalls;290760;VERDADERO;2003;48;734;846;11;-6.102;1;409;101;0.0;233;702;145.894;hip hop, pop
Lumidee;Never Leave You (Uh Oooh, Uh Oooh);184906;FALSO;2003;61;811;657;6;-6.197;1;362;391;712;798;777;199.958;pop, R&B
MÃ½a;My Love Is Like...Wo - Main Mix;209533;FALSO;2003;48;831;695;4;-6.491;1;109;194;1.24e-05;309;722;132.817;pop, R&B
Madonna;Die Another Day;276360;FALSO;2003;53;792;797;0;-5.166;0;901;62;325;896;491;123.993;pop
Marilyn Manson;Tainted Love;200426;FALSO;2003;60;622;876;8;-7.779;1;728;107;1.83e-06;292;537;142.017;rock, metal
Monica;So Gone;242773;FALSO;2003;64;618;552;8;-6.863;1;981;176;0.0;252;586;81.975;pop, R&B
Nickelback;Someday;207466;FALSO;2003;68;455;858;11;-5.659;0;391;616;247;226;597;163.118;rock, metal
No Doubt;It's My Life;226053;FALSO;2003;60;612;735;8;-5.074;0;282;202;118;328;783;126.326;rock, pop
No Doubt;It's My Life;226053;FALSO;2003;60;612;735;8;-5.074;0;282;202;118;328;783;126.326;rock, pop
Outkast;Hey Ya!;235213;FALSO;2003;80;727;974;4;-2.261;0;664;103;532;174;965;79.526;hip hop, pop
Outkast;The Way You Move (feat. Sleepy Brown);234000;VERDADERO;2003;66;871;597;5;-4.932;0;464;126;113;638;635;125.999;hip hop, pop
Outkast;The Way You Move (feat. Sleepy Brown);234000;VERDADERO;2003;66;871;597;5;-4.932;0;464;126;113;638;635;125.999;hip hop, pop
Panjabi MC;Mundian to Bach Ke;244666;FALSO;2003;61;778;879;8;-4.951;0;371;399;792;0.15;942;98.077;World/Traditional, hip hop
Petey Pablo;Freek-A-Leek;235186;VERDADERO;2003;56;737;697;2;-3.716;1;254;756;0.0;359;662;104.917;hip hop, pop
Pharrell Williams;Frontin' (feat. Jay-Z) - Club Mix;236506;VERDADERO;2003;67;894;404;9;-5.913;0;0.13;453;1.57e-06;801;759;102.009;hip hop, pop
Rachel Stevens;Sweet Dreams My LA Ex - Radio Edit;208386;FALSO;2003;38;0.85;862;2;-3.587;1;138;733;144;936;908;130.036;pop, Dance/Electronic
Room 5;Make Luv;212413;FALSO;2003;57;883;887;1;-4.92;1;116;111;0.63;367;648;124.814;Dance/Electronic
Sugababes;Too Lost In You;237693;FALSO;2003;58;586;705;1;-4.904;0;287;485;0.0;0.15;459;98.014;pop, R&B
Sugababes;Too Lost In You;237693;FALSO;2003;58;586;705;1;-4.904;0;287;485;0.0;0.15;459;98.014;pop, R&B
Sugababes;Hole In The Head;218173;FALSO;2003;57;785;933;6;-4.629;0;309;303;0.0;137;962;125.011;pop, R&B
Switchfoot;Meant to Live;201373;FALSO;2003;61;397;903;2;-4.577;1;457;575;1.6e-06;362;556;151.551;rock, pop
The Rasmus;In the Shadows;257920;FALSO;2003;68;0.6;796;2;-4.481;1;275;109;5.2e-05;484;0.75;105.991;metal
The Strokes;Reptilia;219826;FALSO;2003;74;489;649;9;-5.11;1;336;603;713;101;0.77;158.009;rock
The White Stripes;Seven Nation Army;231920;FALSO;2003;3;741;469;4;-7.627;0;805;601;447;306;313;123.904;rock, blues
