artist;song;duration_ms;explicit;year;popularity;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;genre
Lil Wayne;Right Above It;271946;VERDADERO;2010;68;376;841;3;-4.348;0;356;435;0.0;578;463;76.052;hip hop, pop
Ludacris;My Chick Bad;216933;VERDADERO;2010;68;624;723;1;-6.782;1;378;172;0.0;483;757;84.789;hip hop, pop
Ludacris;How Low;201586;VERDADERO;2010;63;785;498;1;-6.977;1;533;248;1.23e-06;224;418;143.96;hip hop, pop
Maroon 5;"Moves Like Jagger - Studio Recording From ""The Voice"" Performance";201493;FALSO;2010;77;722;761;11;-4.459;0;475;117;0.0;315;624;128.044;pop
Maroon 5;Misery;216200;FALSO;2010;67;703;0.81;4;-4.874;0;424;315;0.0;216;726;102.978;pop
Miguel;Sure Thing;195373;FALSO;2010;78;684;607;11;-8.127;0;0.1;267;307;191;498;81.001;pop, R&B
Mike Posner;Cooler Than Me - Single Mix;213293;FALSO;2010;75;768;0.82;7;-4.63;0;474;179;0.0;689;625;129.965;hip hop, pop, Dance/Electronic
Miley Cyrus;Can't Be Tamed;168213;FALSO;2010;0;0.63;0.91;11;-2.919;0;144;287;0.0;196;743;116.98;pop
Ne-Yo;Beautiful Monster;251573;FALSO;2010;57;708;771;5;-6.99;0;131;209;5.32e-06;277;494;128.013;pop, R&B
Nelly;Just A Dream;237800;FALSO;2010;73;531;752;1;-6.161;1;305;421;0.0;0.12;103;89.917;hip hop, pop, R&B
Neon Trees;Animal;212306;FALSO;2010;64;482;829;5;-5.576;1;437;34;0.0;378;739;147.99;rock, pop
Nicki Minaj;Super Bass;200013;VERDADERO;2010;0;0.72;861;11;-4.339;1;209;269;5.11e-06;601;669;126.991;hip hop, pop
P!nk;Raise Your Glass;202960;VERDADERO;2010;76;0.7;709;7;-5.006;1;838;48;0.0;29;624;122.019;pop
P!nk;F**kin' Perfect;213413;VERDADERO;2010;60;563;671;7;-4.788;1;373;422;0.0;0.36;0.45;91.964;pop
P!nk;Sober;251440;FALSO;2010;46;614;792;6;-4.907;1;299;653;0.0;195;407;91.066;pop
Plan B;She Said;208853;FALSO;2010;62;0.72;538;3;-5.85;0;141;301;3.03e-06;144;815;147.007;Dance/Electronic
Rihanna;Only Girl (In The World);235493;FALSO;2010;73;789;716;11;-4.241;0;432;129;1.07e-05;69;611;125.906;hip hop, pop, R&B
Rihanna;S&M;243533;FALSO;2010;73;767;682;1;-5.02;1;42;113;16;104;833;127.975;hip hop, pop, R&B
Rihanna;Man Down;267000;VERDADERO;2010;68;0.47;904;0;-4.024;0;177;436;0.0;491;557;155.788;hip hop, pop, R&B
Rihanna;What's My Name?;263173;FALSO;2010;66;692;786;2;-2.959;1;69;0.23;0.0;797;583;100.025;hip hop, pop, R&B
Rihanna;What's My Name?;263173;FALSO;2010;66;692;786;2;-2.959;1;69;0.23;0.0;797;583;100.025;hip hop, pop, R&B
Robyn;Dancing On My Own;288670;FALSO;2010;0;687;865;6;-4.663;1;349;743;225;966;261;117.015;pop, Dance/Electronic
Sean Kingston;Eenie Meenie;201946;FALSO;2010;74;0.72;607;1;-4.168;1;322;543;0.0;113;828;121.223;hip hop, pop, R&B
Shontelle;Impossible;226533;FALSO;2010;35;599;624;8;-3.631;1;343;385;0.0;125;539;90.034;pop, R&B
Stromae;Alors on danse - Radio Edit;206066;FALSO;2010;77;791;0.59;1;-9.206;0;793;994;203;65;714;119.951;pop
Swedish House Mafia;One (Your Name) - Radio Edit;163246;FALSO;2010;63;733;673;9;-6.572;0;333;132;49;0.16;636;125.061;pop, Dance/Electronic
Swedish House Mafia;Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah;206460;VERDADERO;2010;54;736;929;7;-5.89;0;674;237;1.11e-05;402;658;125.03;pop, Dance/Electronic
Taio Cruz;Dynamite;202613;FALSO;2010;80;751;783;4;-3.724;1;859;379;0.0;36;816;119.975;hip hop, pop
Taio Cruz;Break Your Heart;201546;FALSO;2010;74;607;934;3;-4.217;1;314;327;0.0;909;568;122.01;hip hop, pop
Taio Cruz;Higher;187626;FALSO;2010;61;672;907;8;-5.069;0;721;48;3.4e-05;156;746;128.027;hip hop, pop
Take That;The Flood;289359;FALSO;2010;57;514;0.83;11;-6.077;0;44;378;1.43e-06;122;138;100.631;pop
Taylor Swift;Back To December;293026;FALSO;2010;65;529;0.67;2;-4.663;1;303;117;0.0;334;286;141.893;pop
The Band Perry;If I Die Young;222773;FALSO;2010;64;606;497;4;-6.611;1;277;348;0.0;275;362;130.739;country
The Band Perry;If I Die Young;222773;FALSO;2010;64;606;497;4;-6.611;1;277;348;0.0;275;362;130.739;country
The Saturdays;Higher;207613;FALSO;2010;61;639;862;10;-3.292;1;341;49;6.81e-06;264;596;117.011;pop, Dance/Electronic
The Wanted;All Time Low;205200;FALSO;2010;18;689;615;8;-5.022;0;563;352;0.0;789;783;134.036;pop, Dance/Electronic
Tim Berg;Seek Bromance - Aviciiâ€™s Vocal Edit;203960;FALSO;2010;0;515;837;11;-2.552;1;401;868;0.0;403;0.52;126.026;pop, Dance/Electronic
Tinie Tempah;Written in the Stars (feat. Eric Turner);207653;FALSO;2010;57;656;931;7;-4.188;1;981;613;0.0;219;534;91.881;hip hop, pop, Dance/Electronic
Tinie Tempah;Pass Out;268053;VERDADERO;2010;53;693;891;1;-3.261;1;296;281;0.0;143;532;91.1;hip hop, pop, Dance/Electronic
Travie McCoy;Billionaire (feat. Bruno Mars);211160;VERDADERO;2010;72;633;673;6;-6.403;0;258;297;0.0;206;659;86.776;hip hop, pop
Trey Songz;Bottoms Up (feat. Nicki Minaj);242013;VERDADERO;2010;0;845;601;1;-5.283;1;161;205;0.0;385;329;74.008;hip hop, pop, R&B
Two Door Cinema Club;What You Know;189693;FALSO;2010;0;0.55;753;6;-4.003;0;407;665;7.74e-06;921;841;139.048;World/Traditional, rock, pop
Usher;DJ Got Us Fallin' In Love (feat. Pitbull);220800;FALSO;2010;79;663;861;7;-3.398;0;109;338;0.0;82;654;119.963;hip hop, pop, R&B
Usher;OMG (feat. will.i.am);269493;FALSO;2010;73;781;745;4;-5.81;0;332;198;1.14e-05;0.36;326;129.998;hip hop, pop, R&B
Usher;More - RedOne Jimmy Joker Remix;219986;FALSO;2010;67;551;893;7;-2.628;1;543;166;0.0;348;794;125.083;hip hop, pop, R&B
Usher;Hey Daddy (Daddy's Home);224093;FALSO;2010;60;0.59;698;11;-4.262;1;286;176;0.0;107;352;95.975;hip hop, pop, R&B
Waka Flocka Flame;No Hands (feat. Roscoe Dash & Wale);263773;VERDADERO;2010;76;0.76;595;1;-6.366;1;391;544;0.0;241;361;131.497;hip hop, pop
Waka Flocka Flame;No Hands (feat. Roscoe Dash & Wale);263773;VERDADERO;2010;58;0.76;595;1;-6.366;1;391;544;0.0;241;361;131.497;hip hop, pop
Yolanda Be Cool;We No Speak Americano (JT Radio Edit);157438;FALSO;2010;1;901;805;6;-5.005;1;464;712;812;923;737;124.996;Dance/Electronic
Adele;Someone Like You;285240;FALSO;2011;4;554;321;9;-8.251;1;28;893;0.0;996;288;135.047;pop, R&B
Adele;Rolling in the Deep;228093;VERDADERO;2011;2;0.73;0.77;8;-5.114;1;298;138;0.0;473;507;104.948;pop, R&B
Adele;Set Fire to the Rain;242973;FALSO;2011;2;603;0.67;2;-3.882;0;249;408;1.66e-06;112;445;107.995;pop, R&B
Adele;Rumour Has It;223266;FALSO;2011;0;612;748;0;-5.014;1;445;617;0.0;167;574;120.052;pop, R&B
Alex Clare;Too Close;256613;FALSO;2011;60;588;694;11;-4.278;0;387;948;0.0;113;271;126.027;rock
Alexandra Stan;Mr. Saxobeat;195105;FALSO;2011;0;726;931;11;-4.152;0;468;218;283;143;797;126.976;pop, Dance/Electronic
Avicii;Levels - Radio Edit;199906;FALSO;2011;77;584;889;1;-5.941;0;343;462;828;309;464;126.04;pop, Dance/Electronic
Avril Lavigne;What the Hell;220706;FALSO;2011;74;578;926;6;-3.689;0;548;472;127;0.14;877;149.976;pop
AWOLNATION;Sail;259102;FALSO;2011;2;825;435;1;-9.582;1;568;452;609;953;243;119.038;pop, rock
Bad Meets Evil;Lighters;303813;VERDADERO;2011;68;676;695;0;-8.327;1;245;352;0.0;119;144;90.268;hip hop, pop
BeyoncÃ©;Best Thing I Never Had;253746;FALSO;2011;69;545;649;6;-4.062;1;324;143;1.57e-05;894;297;99.099;pop, R&B
Blake Shelton;Honey Bee;210720;FALSO;2011;50;481;849;4;-5.131;1;385;167;1.49e-06;121;723;205.57;country
Britney Spears;I Wanna Go;210266;FALSO;2011;66;696;546;5;-6.55;1;414;379;3.8e-06;332;787;130.002;pop
Britney Spears;Till the World Ends;237946;FALSO;2011;65;693;705;8;-5.747;1;665;228;0.0;202;0.45;131.951;pop
Bruno Mars;It Will Rain;257720;FALSO;2011;74;576;835;2;-6.826;1;486;337;0.0;82;476;150.017;pop
Cali Swag District;Teach Me How to Dougie;237480;VERDADERO;2011;66;846;438;11;-4.981;1;141;0.2;9.43e-05;939;512;85.013;hip hop, pop
Cascada;Everytime We Touch - Radio Edit;199120;FALSO;2011;0;640;977;8;-5.369;1;555;461;1.68e-05;371;493;142.019;hip hop, pop, Dance/Electronic
Charlene Soraia;Wherever You Will Go;197577;FALSO;2011;60;597;115;9;-9.217;1;334;0.82;215;111;128;111.202;pop
Chase & Status;Blind Faith;233666;FALSO;2011;60;450;846;9;-4.712;0;472;523;0.0;228;402;140.042;Dance/Electronic
Cher Lloyd;Want U Back;214013;FALSO;2011;67;696;893;9;-2.963;1;76;662;0.0;473;573;97.954;pop, Dance/Electronic
Chip;Champion (feat. Chris Brown);237293;VERDADERO;2011;48;415;934;6;-2.914;0;0.24;78;0.0;145;0.52;190.151;hip hop, Dance/Electronic
Chris Brown;Look At Me Now (feat. Lil' Wayne & Busta Rhymes);222586;VERDADERO;2011;71;767;677;11;-6.128;0;184;339;5.51e-06;144;538;146.155;hip hop, pop, R&B
Chris Brown;Yeah 3x;241666;VERDADERO;2011;69;705;882;11;-3.201;0;445;369;1.16e-06;934;0.7;130.0;hip hop, pop, R&B
Chris Brown;Deuces (feat. Tyga & Kevin McCall);276560;VERDADERO;2011;68;692;736;1;-5.109;1;0.11;324;0.0;787;217;73.987;hip hop, pop, R&B
Christina Perri;Jar of Hearts;246587;FALSO;2011;72;349;348;3;-6.142;1;316;726;0.0;0.12;886;74.541;pop
Christina Perri;A Thousand Years;285120;FALSO;2011;70;421;407;10;-7.445;1;267;309;961;0.11;161;139.028;pop
Cobra Starship;You Make Me Feel... (feat. Sabi);215693;FALSO;2011;70;668;857;7;-2.944;0;535;191;6.71e-06;385;748;131.959;pop, Dance/Electronic
Coldplay;Paradise;278719;FALSO;2011;82;449;585;5;-6.761;1;268;509;8.75e-05;833;212;139.631;rock, pop
Coldplay;Paradise;278719;FALSO;2011;82;449;585;5;-6.761;1;268;509;8.75e-05;833;212;139.631;rock, pop
Coldplay;Every Teardrop Is a Waterfall;240796;FALSO;2011;69;425;732;9;-6.883;1;396;194;103;171;333;117.98;rock, pop
Coldplay;Princess of China;239215;FALSO;2011;66;420;690;9;-6.221;0;347;385;15;287;237;85.014;rock, pop
Demi Lovato;Give Your Heart a Break;205346;FALSO;2011;71;651;695;6;-3.218;1;487;0.23;0.0;144;569;123.008;pop
Dizzee Rascal;Dance Wiv Me - Radio Edit;204093;FALSO;2011;68;878;746;11;-4.281;1;451;476;0.0;154;792;111.996;hip hop, pop, Dance/Electronic
Dizzee Rascal;Holiday;220626;FALSO;2011;60;545;918;0;-1.925;1;448;571;0.0;415;855;117.985;hip hop, pop, Dance/Electronic
Dizzee Rascal;Bonkers;177573;FALSO;2011;38;624;977;11;-3.34;0;0.22;615;0.0;253;0.74;126.127;hip hop, pop, Dance/Electronic
DJ Khaled;I'm On One;296146;VERDADERO;2011;70;413;807;11;-3.499;0;318;536;0.0;631;438;149.33;hip hop, pop
Dr. Dre;I Need A Doctor;283733;VERDADERO;2011;71;594;946;3;-4.521;1;452;869;0.0;306;397;155.826;hip hop
Drake;Take Care;277386;VERDADERO;2011;75;629;515;0;-10.358;0;265;267;1.22e-05;888;299;121.845;hip hop, pop, R&B
Drake;Headlines;235986;VERDADERO;2011;74;636;566;6;-7.16;0;106;365;353;917;425;151.894;hip hop, pop, R&B
Drake;The Motto;181573;VERDADERO;2011;74;766;442;1;-8.558;1;356;107;6.12e-05;111;0.39;201.8;hip hop, pop, R&B
Example;Changed the Way You Kiss Me - Radio Edit;195466;FALSO;2011;42;578;857;4;-3.78;0;41;548;162;948;188;126.979;pop, Dance/Electronic
Florence + The Machine;Spectrum (Say My Name) - Calvin Harris Remix;218190;FALSO;2011;68;578;946;11;-3.85;0;482;225;412;966;588;126.092;rock, pop, Dance/Electronic
Foster The People;Pumped Up Kicks;239600;FALSO;2011;82;733;710;5;-5.849;0;292;145;115;956;965;127.975;rock, pop
Gigi D'Agostino;L'Amour Toujours;238759;FALSO;2011;1;617;728;7;-7.932;1;292;328;482;0.36;808;139.066;pop
Gotye;Somebody That I Used To Know;244884;FALSO;2011;57;863;527;0;-6.896;1;358;607;168;107;674;129.054;set()
Grouplove;Tongue Tied;218013;FALSO;2011;79;560;936;3;-5.835;1;439;847;0.0;161;371;112.96;pop, rock, Folk/Acoustic
Guru Josh Project;Infinity 2008;190013;FALSO;2011;1;493;849;7;-6.139;0;576;337;672;355;483;127.999;hip hop
Gym Class Heroes;Stereo Hearts (feat. Adam Levine);210960;FALSO;2011;81;646;795;9;-3.293;1;976;319;0.0;267;796;89.99;hip hop, pop
Gym Class Heroes;Ass Back Home (feat. Neon Hitch);222213;VERDADERO;2011;61;716;838;10;-4.289;1;513;134;0.0;148;646;130.034;hip hop, pop
Hot Chelle Rae;Tonight Tonight;200466;FALSO;2011;73;686;783;4;-4.977;1;119;764;0.0;163;814;99.978;hip hop, pop, rock
James Morrison;I Won't Let You Go;229303;FALSO;2011;64;537;611;0;-6.427;1;304;229;0.0;146;161;105.955;pop, R&B
Jason Derulo;It Girl;192200;FALSO;2011;70;668;718;1;-4.736;0;605;165;0.0;104;345;91.993;hip hop, pop
Jason Derulo;Don't Wanna Go Home;206080;FALSO;2011;63;671;808;2;-4.861;0;652;0.02;0.0;134;637;121.956;hip hop, pop
JAY-Z;Ni**as In Paris;219333;VERDADERO;2011;82;789;858;1;-5.542;1;311;127;0.0;349;775;140.022;hip hop
Jennifer Lopez;On The Floor;284866;FALSO;2011;79;730;777;3;-5.194;0;496;105;478;691;575;130.0;hip hop, pop, R&B
Jessie J;Domino;231840;FALSO;2011;74;758;557;7;-4.568;1;34;117;0.0;418;781;126.986;hip hop, pop
Jessie J;Price Tag;223053;FALSO;2011;73;636;831;5;-3.945;1;182;294;3.85e-06;272;668;175.015;hip hop, pop
Jessie J;Do It Like A Dude;195240;VERDADERO;2011;57;663;843;2;-3.672;1;49;491;0.0;364;375;140.036;hip hop, pop
Kelly Clarkson;Stronger (What Doesn't Kill You);221946;FALSO;2011;74;562;939;0;-4.282;1;475;46;0.0;112;684;116.044;pop, R&B
Kelly Rowland;Motivation;230560;FALSO;2011;65;744;672;9;-5.589;0;418;187;123;105;266;140.889;hip hop, pop, R&B
Kelly Rowland;Commander;218106;FALSO;2011;59;395;876;11;-3.859;0;138;173;8.46e-06;362;567;124.638;hip hop, pop, R&B
Lady A;Just A Kiss;218840;FALSO;2011;63;593;639;1;-5.826;1;307;446;0.0;998;332;142.881;pop, country
Lady Gaga;Born This Way;260253;FALSO;2011;72;587;828;11;-5.108;1;161;327;0.0;331;494;123.907;pop
Lady Gaga;The Edge Of Glory;320546;FALSO;2011;67;583;768;9;-6.477;1;41;323;162;109;357;127.952;pop
Lil Wayne;6 Foot 7 Foot;248586;VERDADERO;2011;1;364;752;2;-5.429;1;304;7;0.0;318;606;79.119;hip hop, pop
Lil Wayne;How To Love;240306;FALSO;2011;0;644;661;11;-6.093;1;418;177;5.23e-06;108;272;153.992;hip hop, pop
LMFAO;Party Rock Anthem;262146;FALSO;2011;73;751;736;5;-4.168;0;156;206;0.0;265;352;130.014;hip hop, pop, Dance/Electronic
LMFAO;Sexy And I Know It;199480;FALSO;2011;67;707;861;7;-4.225;1;316;0.1;0.0;191;795;130.021;hip hop, pop, Dance/Electronic
LMFAO;Sexy And I Know It;199480;FALSO;2011;67;707;861;7;-4.225;1;316;0.1;0.0;191;795;130.021;hip hop, pop, Dance/Electronic
Lucenzo;Danza Kuduro (feat. Don Omar);213986;FALSO;2011;0;622;942;7;-6.365;1;112;713;0.0;715;773;130.003;latin
Lupe Fiasco;The Show Goes On;239613;VERDADERO;2011;70;591;889;7;-3.839;1;115;189;0.0;155;0.65;143.067;hip hop, pop
Lykke Li;I Follow Rivers - The Magician Remix;281106;FALSO;2011;51;786;709;9;-5.737;0;395;192;118;845;285;122.019;pop, Dance/Electronic
M83;Midnight City;243960;FALSO;2011;76;507;729;11;-5.399;0;393;182;1.4e-06;658;272;105.013;rock, pop, metal, Dance/Electronic
Mac Miller;Donald Trump;165908;VERDADERO;2011;61;636;901;1;-7.094;0;118;119;0.0;391;836;162.994;hip hop
Mann;Buzzin Remix;224333;VERDADERO;2011;48;687;939;10;-4.372;0;146;887;0.0;283;539;104.029;hip hop, pop
Mariah Carey;Against All Odds (Take A Look at Me Now) (feat. Westlife);199480;FALSO;2011;0;471;514;1;-5.599;1;315;584;0.0;103;373;117.338;pop, R&B
Matt Cardle;When We Collide;226000;FALSO;2011;46;443;683;2;-5.521;1;343;198;5.26e-06;313;447;81.986;pop
Nickelback;When We Stand Together;190786;FALSO;2011;65;446;900;10;-3.541;0;489;102;1.89e-05;404;0.88;187.961;rock, metal
Nicole Scherzinger;Don't Hold Your Breath;197440;FALSO;2011;62;660;797;5;-6.096;0;262;646;108;187;674;110.955;pop, Dance/Electronic
Olly Murs;Heart Skips a Beat (feat. Rizzle Kicks);202266;FALSO;2011;61;843;881;9;-3.951;1;581;0.14;0.0;765;876;110.621;pop, Dance/Electronic
Pitbull;Give Me Everything (feat. Ne-Yo, Afrojack & Nayer);252306;FALSO;2011;81;671;939;8;-3.206;1;161;191;0.0;298;0.53;129.024;hip hop, pop, latin
Pitbull;International Love (feat. Chris Brown);227280;FALSO;2011;74;670;855;0;-3.035;0;499;124;0.0;335;648;120.05;hip hop, pop, latin
Pitbull;Hey Baby (Drop It to the Floor) (feat. T-Pain);234453;FALSO;2011;71;595;912;10;-3.428;0;884;434;0.0;259;762;128.024;hip hop, pop, latin
Professor Green;Read All About It;235735;VERDADERO;2011;39;656;752;11;-5.522;0;434;336;0.0;223;445;100.963;Dance/Electronic
Red Hot Chili Peppers;The Adventures of Rain Dance Maggie;282400;FALSO;2011;65;683;734;4;-4.523;0;29;112;139;258;576;106.254;rock
Rihanna;We Found Love;215226;FALSO;2011;75;735;766;1;-4.485;1;383;25;138;108;0.6;127.985;hip hop, pop, R&B
Rihanna;We Found Love;215226;FALSO;2011;75;735;766;1;-4.485;1;383;25;138;108;0.6;127.985;hip hop, pop, R&B
Rihanna;Where Have You Been;242680;FALSO;2011;71;719;847;0;-6.34;0;916;201;204;223;444;127.963;hip hop, pop, R&B
Rizzle Kicks;Down With The Trumpets;186851;FALSO;2011;59;753;880;4;-4.689;0;806;87;0.0;0.24;794;115.057;hip hop
Sak Noel;Loca People - Radio Edit;215624;VERDADERO;2011;49;926;808;11;-3.148;0;599;915;327;515;701;127.998;Dance/Electronic
Selena Gomez & The Scene;Love You Like A Love Song;188453;FALSO;2011;79;858;678;1;-3.87;0;469;761;0.0;741;922;117.009;pop, Dance/Electronic
Selena Gomez & The Scene;Who Says;195613;FALSO;2011;76;682;927;4;-2.915;1;479;843;0.0;149;744;101.019;pop, Dance/Electronic
Skrillex;Bangarang (feat. Sirah);215253;VERDADERO;2011;70;716;972;7;-2.302;1;196;145;3.22e-05;317;576;110.026;hip hop, pop, Dance/Electronic
Snoop Dogg;Young, Wild & Free (feat. Bruno Mars);207333;VERDADERO;2011;77;715;655;0;-6.425;1;137;525;0.0;115;531;95.078;hip hop, pop
Snoop Dogg;Sweat - Remix;195986;FALSO;2011;68;813;732;7;-5.636;1;0.03;597;137;826;731;130.02;hip hop, pop
Swedish House Mafia;Save The World;213337;FALSO;2011;65;507;665;0;-7.598;1;474;144;0.0;759;0.4;126.879;pop, Dance/Electronic
The Wanted;Glad You Came;197935;FALSO;2011;77;722;851;7;-3.873;0;639;319;0.0;108;452;126.885;pop, Dance/Electronic
Wiz Khalifa;Black and Yellow;217666;VERDADERO;2011;75;684;834;2;-4.524;0;675;646;0.0;271;538;164.02;hip hop, pop
Wiz Khalifa;Roll Up;227773;VERDADERO;2011;63;523;805;3;-5.473;1;192;524;0.0;914;602;125.358;hip hop, pop
3 Doors Down;Let Me Go;243053;FALSO;2012;52;478;863;1;-4.914;0;387;181;0.0;111;491;92.004;pop, rock, metal
Adele;Skyfall;286480;FALSO;2012;74;346;552;0;-6.864;0;282;417;0.0;114;789;75.881;pop, R&B
Alesso;Years - ãƒ©ã‚¸ã‚ªãƒ»ã‚¨ãƒ‡ã‚£ãƒƒãƒˆ;195480;FALSO;2012;0;370;823;2;-6.245;1;805;234;1.91e-06;174;323;128.008;pop, Dance/Electronic
alt-J;Breezeblocks;227080;FALSO;2012;71;616;656;5;-7.298;1;344;96;879;205;286;150.071;rock
Asaf Avidan & the Mojos;One Day / Reckoning Song (Wankelmut Remix) [Radio Edit];212360;FALSO;2012;0;821;676;3;-6.366;0;547;187;1;927;559;119.012;pop
Avicii;I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit;208316;FALSO;2012;68;509;790;6;-3.782;0;374;332;6.67e-05;316;638;127.946;pop, Dance/Electronic
Avicii;Silhouettes - Original Radio Edit;211880;FALSO;2012;53;605;800;5;-6.235;0;545;155;562;121;836;128.074;pop, Dance/Electronic
Blazin' Squad;Crossroads - Radio Edit;188693;FALSO;2012;40;661;746;4;-5.153;1;42;109;0.0;325;502;144.188;set()
Bridgit Mendler;Ready or Not;200946;FALSO;2012;72;715;872;2;-3.835;1;509;351;3.84e-05;107;748;93.043;pop
Bruno Mars;Locked out of Heaven;233478;FALSO;2012;85;726;698;5;-4.165;1;431;49;0.0;309;867;143.994;pop
Bruno Mars;Locked out of Heaven;233478;FALSO;2012;85;726;698;5;-4.165;1;431;49;0.0;309;867;143.994;pop
Bruno Mars;When I Was Your Man;213826;FALSO;2012;83;612;280;0;-8.648;1;434;932;0.0;88;387;72.795;pop
Bruno Mars;Treasure;178560;VERDADERO;2012;78;874;692;5;-5.28;0;431;412;7.24e-05;324;937;116.017;pop
Calvin Harris;Feel So Close - Radio Edit;206413;FALSO;2012;79;707;924;7;-2.842;1;31;972;703;204;919;127.937;hip hop, pop, Dance/Electronic
Calvin Harris;Sweet Nothing (feat. Florence Welch);212560;FALSO;2012;71;573;929;8;-3.942;0;109;197;112;567;582;127.934;hip hop, pop, Dance/Electronic
Calvin Harris;I Need Your Love (feat. Ellie Goulding);234506;FALSO;2012;70;695;869;8;-5.066;1;483;0.41;0.0;237;0.58;124.989;hip hop, pop, Dance/Electronic
Calvin Harris;Let's Go (feat. Ne-Yo);232800;FALSO;2012;66;710;882;4;-2.932;0;595;777;771;294;875;128.016;hip hop, pop, Dance/Electronic
Calvin Harris;Thinking About You (feat. Ayah Marar);247933;FALSO;2012;65;725;874;0;-3.715;0;396;262;412;958;748;127.985;hip hop, pop, Dance/Electronic
Calvin Harris;Bounce (feat. Kelis) - Radio Edit;222186;FALSO;2012;62;779;963;2;-2.125;0;399;334;493;664;759;127.941;hip hop, pop, Dance/Electronic
Calvin Harris;We'll Be Coming Back (feat. Example);234360;FALSO;2012;62;596;952;7;-4.364;1;873;131;0.0;598;571;127.945;hip hop, pop, Dance/Electronic
Calvin Harris;Drinking from the Bottle (feat. Tinie Tempah);240346;FALSO;2012;61;665;886;9;-4.175;0;514;469;6.24e-05;525;0.53;128.062;hip hop, pop, Dance/Electronic
Carly Rae Jepsen;Call Me Maybe;193400;FALSO;2012;78;783;580;7;-6.548;1;408;114;2.28e-06;108;0.66;120.021;pop, Dance/Electronic
Carrie Underwood;Blown Away;240133;FALSO;2012;63;531;843;9;-2.569;0;429;909;0.0;283;392;136.991;pop, country
Chris Brown;Turn Up the Music;227973;FALSO;2012;64;594;841;1;-5.792;1;102;238;2.22e-06;156;643;129.925;hip hop, pop, R&B
Chris Brown;Don't Wake Me Up;222306;FALSO;2012;62;602;691;7;-5.197;0;51;548;0.0;144;206;127.967;hip hop, pop, R&B
David Guetta;Titanium (feat. Sia);245040;FALSO;2012;79;604;787;0;-3.674;0;103;679;0.15;127;301;126.062;hip hop, pop, Dance/Electronic
David Guetta;Where Them Girls At (feat. Nicki Minaj & Flo Rida);194840;VERDADERO;2012;72;666;876;3;-3.078;1;414;55;0.0;259;552;129.884;hip hop, pop, Dance/Electronic
David Guetta;Without You (feat. Usher);208133;FALSO;2012;70;608;614;2;-3.727;1;285;227;4.06e-06;157;402;127.884;hip hop, pop, Dance/Electronic
David Guetta;Play Hard (feat. Ne-Yo & Akon);201000;FALSO;2012;69;691;921;8;-1.702;0;533;173;0.0;331;0.8;130.072;hip hop, pop, Dance/Electronic
David Guetta;She Wolf (Falling to Pieces) [feat. Sia];222500;FALSO;2012;66;492;857;7;-2.634;1;655;841;7.82e-06;344;393;129.973;hip hop, pop, Dance/Electronic
David Guetta;Turn Me On (feat. Nicki Minaj);199680;FALSO;2012;65;704;793;8;-2.266;1;591;488;0.0;575;412;127.96;hip hop, pop, Dance/Electronic
DEV;In The Dark;226226;FALSO;2012;52;736;824;8;-4.231;1;672;358;921;329;443;124.954;pop, Dance/Electronic
DJ Fresh;Hot Right Now (feat. RITA ORA) - Radio Edit;182333;FALSO;2012;58;524;972;4;-1.569;0;431;656;58;224;476;175.017;pop, Dance/Electronic
DJ Fresh;Louder (feat. Sian Evans) - Radio Edit;206776;FALSO;2012;55;310;926;6;-1.131;0;464;184;792;483;493;139.85;pop, Dance/Electronic
Emeli SandÃ©;Read All About It, Pt. III;283706;FALSO;2012;65;630;440;2;-7.186;1;249;822;3.87e-06;926;343;98.082;pop, R&B
Flo Rida;Whistle;224653;FALSO;2012;77;747;937;0;-5.746;1;453;208;0.0;0.29;739;103.976;hip hop, pop
Flo Rida;Wild Ones (feat. Sia);232946;FALSO;2012;77;608;860;5;-5.324;0;554;991;0.0;262;437;127.075;hip hop, pop
Flo Rida;Good Feeling;248133;FALSO;2012;76;706;890;1;-4.444;0;688;588;286;306;684;128.011;hip hop, pop
Flo Rida;I Cry;223800;FALSO;2012;60;693;822;4;-5.441;0;439;616;1.79e-06;315;763;126.035;hip hop, pop
Florida Georgia Line;Cruise;208960;FALSO;2012;57;457;948;10;-3.364;1;354;191;0.0;536;878;148.0;country
Frank Ocean;Lost;234093;VERDADERO;2012;64;913;603;8;-4.892;1;226;272;503;167;497;123.061;hip hop, pop, R&B
fun.;We Are Young (feat. Janelle MonÃ¡e);250626;FALSO;2012;76;378;638;10;-5.576;1;75;0.02;7.66e-05;849;735;184.086;rock, pop
Girls Aloud;Something Kinda Ooooh;201590;FALSO;2012;49;681;908;11;-3.918;0;473;232;0.0;355;879;131.925;pop, Dance/Electronic
Grimes;Oblivion;251266;FALSO;2012;0;697;529;2;-8.838;1;338;115;901;895;486;155.974;pop, rock, Dance/Electronic
Guy Sebastian;Battle Scars (feat. Lupe Fiasco);250080;FALSO;2012;0;610;863;5;-2.632;0;206;186;0.0;97;508;83.993;pop
Icona Pop;I Love It;156773;VERDADERO;2012;51;710;901;1;-2.686;1;296;828;1.34e-05;172;0.86;125.953;pop, Dance/Electronic
